customer_id,checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit
7957595,0 - 200 DM,18,current loans paid,radio/television,1113,< 100 DM,1 - 4 years,4,female-divorced/separated/married,guarantor,4,real estate,26,none,own,1,unskilled-resident,2,none,yes,0
5378110,none,6,current loans paid,car (new),3518,< 100 DM,1 - 4 years,2,male-single,guarantor,3,building society savings/life insurance,26,none,rent,1,skilled,1,none,yes,0
7398663,none,12,critical account - other non-bank loans,radio/television,1934,< 100 DM,>= 7 years,2,male-single,none,2,unknown-none,26,none,own,2,skilled,1,none,yes,0
2689827,0 - 200 DM,27,no credit - paid,business,8318,< 100 DM,>= 7 years,2,female-divorced/separated/married,none,4,unknown-none,42,none,for free,2,highly skilled,1,yes,yes,1
4156618,none,6,critical account - other non-bank loans,radio/television,1237,100 - 500 DM,1 - 4 years,1,female-divorced/separated/married,none,1,building society savings/life insurance,27,none,own,2,skilled,1,none,yes,0
6319109,0 - 200 DM,6,current loans paid,radio/television,368,unknown/none,>= 7 years,4,male-single,none,4,building society savings/life insurance,38,none,own,1,skilled,1,none,yes,0
7120920,< 0 DM,12,critical account - other non-bank loans,car (new),2122,< 100 DM,1 - 4 years,3,male-single,none,2,real estate,39,none,rent,2,unskilled-resident,2,none,no,0
1078929,< 0 DM,24,current loans paid,furniture/equipment,2996,unknown/none,1 - 4 years,2,male-married/widowed,none,4,car or other,20,none,own,1,skilled,1,none,yes,1
1023769,0 - 200 DM,36,current loans paid,furniture/equipment,9034,100 - 500 DM,< 1 year,4,male-single,co-applicant,1,unknown-none,29,none,rent,1,highly skilled,1,yes,yes,1
5288061,none,24,critical account - other non-bank loans,furniture/equipment,1585,< 100 DM,4 - 7 years,4,male-single,none,3,building society savings/life insurance,40,none,own,2,skilled,1,none,yes,0
6898416,0 - 200 DM,18,current loans paid,radio/television,1301,< 100 DM,>= 7 years,4,male-married/widowed,guarantor,2,real estate,32,none,own,1,unskilled-resident,1,none,yes,0
3933279,> 200 DM or salary assignment,6,critical account - other non-bank loans,car (new),1323,100 - 500 DM,>= 7 years,2,male-divorced/separated,none,4,car or other,28,none,own,2,skilled,2,yes,yes,0
2929379,< 0 DM,24,current loans paid,car (new),3123,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,building society savings/life insurance,27,none,own,1,skilled,1,none,yes,1
7338113,< 0 DM,36,current loans paid,car (used),5493,< 100 DM,>= 7 years,2,male-single,none,4,unknown-none,42,none,for free,1,skilled,2,none,yes,0
1383056,> 200 DM or salary assignment,9,current loans paid,radio/television,1126,100 - 500 DM,>= 7 years,2,male-divorced/separated,none,4,real estate,49,none,own,1,skilled,1,none,yes,0
9894792,0 - 200 DM,24,critical account - other non-bank loans,radio/television,1216,100 - 500 DM,< 1 year,4,male-single,none,4,unknown-none,38,bank,own,2,skilled,2,none,yes,1
4821533,< 0 DM,24,current loans paid,car (new),1207,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,building society savings/life insurance,24,none,rent,1,skilled,1,none,yes,1
2599724,none,10,current loans paid,car (new),1309,unknown/none,1 - 4 years,4,male-single,guarantor,4,building society savings/life insurance,27,none,own,1,unskilled-resident,1,none,yes,1
7122065,> 200 DM or salary assignment,15,critical account - other non-bank loans,car (used),2360,500 - 1000 DM,1 - 4 years,2,male-single,none,2,car or other,36,none,own,1,skilled,1,yes,yes,0
4771670,0 - 200 DM,15,all loans at bank paid,car (new),6850,100 - 500 DM,unemployed,1,male-single,none,2,building society savings/life insurance,34,none,own,1,highly skilled,2,yes,yes,1
7524556,none,24,current loans paid,radio/television,1413,< 100 DM,1 - 4 years,4,male-married/widowed,none,2,building society savings/life insurance,28,none,own,1,skilled,1,none,yes,0
8295830,none,39,current loans paid,car (used),8588,100 - 500 DM,>= 7 years,4,male-single,none,2,car or other,45,none,own,1,highly skilled,1,yes,yes,0
5815745,< 0 DM,12,current loans paid,car (new),759,< 100 DM,4 - 7 years,4,male-single,none,2,real estate,26,none,own,1,skilled,1,none,yes,1
2954111,none,36,current loans paid,car (used),4686,< 100 DM,1 - 4 years,2,male-single,none,2,unknown-none,32,none,for free,1,highly skilled,1,yes,yes,0
3356855,> 200 DM or salary assignment,15,current loans paid,business,2687,< 100 DM,4 - 7 years,2,male-single,none,4,building society savings/life insurance,26,none,rent,1,skilled,1,yes,yes,0
2676379,0 - 200 DM,12,past payment delays,radio/television,585,< 100 DM,1 - 4 years,4,male-married/widowed,co-applicant,4,real estate,20,none,rent,2,skilled,1,none,yes,0
8727753,none,24,current loans paid,car (new),2255,unknown/none,< 1 year,4,male-single,none,1,building society savings/life insurance,54,none,own,1,skilled,1,none,yes,0
6823953,< 0 DM,6,critical account - other non-bank loans,car (new),609,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,3,building society savings/life insurance,37,none,own,2,skilled,1,none,no,0
7281914,< 0 DM,6,critical account - other non-bank loans,car (new),1361,< 100 DM,< 1 year,2,male-single,none,4,real estate,40,none,own,1,unskilled-resident,2,none,no,0
7911515,none,36,critical account - other non-bank loans,furniture/equipment,7127,< 100 DM,< 1 year,2,female-divorced/separated/married,none,4,building society savings/life insurance,23,none,rent,2,skilled,1,yes,yes,1
6306871,< 0 DM,6,current loans paid,car (new),1203,100 - 500 DM,>= 7 years,3,male-single,none,2,building society savings/life insurance,43,none,own,1,skilled,1,yes,yes,0
6961576,none,6,critical account - other non-bank loans,radio/television,700,unknown/none,>= 7 years,4,male-single,none,4,unknown-none,36,none,for free,2,skilled,1,none,yes,0
3215162,none,24,critical account - other non-bank loans,repairs,5507,< 100 DM,>= 7 years,3,male-single,none,4,unknown-none,44,none,for free,2,skilled,1,none,yes,0
3199662,< 0 DM,18,current loans paid,radio/television,3190,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,2,real estate,24,none,own,1,skilled,1,none,yes,1
3873021,< 0 DM,48,no credit - paid,furniture/equipment,7119,< 100 DM,1 - 4 years,3,male-single,none,4,unknown-none,53,none,for free,2,skilled,2,none,yes,1
9751634,none,24,current loans paid,car (used),3488,100 - 500 DM,4 - 7 years,3,female-divorced/separated/married,none,4,car or other,23,none,own,1,skilled,1,none,yes,0
5857366,0 - 200 DM,26,current loans paid,car (used),7966,< 100 DM,< 1 year,2,male-single,none,3,car or other,30,none,own,2,skilled,1,none,yes,0
2509169,none,15,critical account - other non-bank loans,education,1532,100 - 500 DM,1 - 4 years,4,female-divorced/separated/married,none,3,car or other,31,none,own,1,skilled,1,none,yes,0
2621457,none,4,critical account - other non-bank loans,radio/television,1503,< 100 DM,4 - 7 years,2,male-single,none,1,real estate,42,none,own,2,unskilled-resident,2,none,yes,0
8637579,< 0 DM,36,current loans paid,radio/television,2302,< 100 DM,1 - 4 years,4,male-divorced/separated,none,4,car or other,31,none,rent,1,skilled,1,none,yes,1
4032468,< 0 DM,6,current loans paid,car (new),662,< 100 DM,< 1 year,3,male-single,none,4,real estate,41,none,own,1,unskilled-resident,2,yes,yes,0
9481590,0 - 200 DM,36,current loans paid,education,2273,< 100 DM,4 - 7 years,3,male-single,none,1,car or other,32,none,own,2,skilled,2,none,yes,0
7828502,0 - 200 DM,15,current loans paid,car (new),2631,100 - 500 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,28,none,rent,2,skilled,1,yes,yes,1
6996047,none,12,past payment delays,car (used),1503,< 100 DM,1 - 4 years,4,male-married/widowed,none,4,real estate,41,none,rent,1,skilled,1,none,yes,0
8785106,none,24,current loans paid,radio/television,1311,100 - 500 DM,4 - 7 years,4,male-married/widowed,none,3,building society savings/life insurance,26,none,own,1,skilled,1,yes,yes,0
3836745,none,24,current loans paid,radio/television,3105,unknown/none,< 1 year,4,male-single,none,2,car or other,25,none,own,2,skilled,1,none,yes,0
8659616,> 200 DM or salary assignment,21,critical account - other non-bank loans,education,2319,< 100 DM,< 1 year,2,male-divorced/separated,none,1,car or other,33,none,rent,1,skilled,1,none,yes,1
5027921,< 0 DM,6,current loans paid,car (new),1374,unknown/none,unemployed,4,female-divorced/separated/married,none,3,building society savings/life insurance,75,none,own,1,highly skilled,1,yes,yes,0
9292167,0 - 200 DM,18,critical account - other non-bank loans,furniture/equipment,3612,< 100 DM,>= 7 years,3,female-divorced/separated/married,none,4,building society savings/life insurance,37,none,own,1,skilled,1,yes,yes,0
9619216,< 0 DM,48,current loans paid,car (new),7763,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,42,bank,for free,1,highly skilled,1,none,yes,1
5342884,> 200 DM or salary assignment,18,current loans paid,furniture/equipment,3049,< 100 DM,< 1 year,1,female-divorced/separated/married,none,1,building society savings/life insurance,45,stores,own,1,unskilled-resident,1,none,yes,0
3841990,0 - 200 DM,12,current loans paid,radio/television,1534,< 100 DM,< 1 year,1,male-married/widowed,none,1,real estate,23,none,rent,1,skilled,1,none,yes,1
9862078,none,24,past payment delays,car (new),2032,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,60,none,for free,2,skilled,1,yes,yes,0
5779045,< 0 DM,30,current loans paid,furniture/equipment,6350,unknown/none,>= 7 years,4,male-single,none,4,building society savings/life insurance,31,none,own,1,skilled,1,none,yes,1
4285035,> 200 DM or salary assignment,18,current loans paid,furniture/equipment,2864,< 100 DM,1 - 4 years,2,male-single,none,1,real estate,34,none,own,1,unskilled-resident,2,none,yes,1
9708453,none,12,critical account - other non-bank loans,car (new),1255,< 100 DM,>= 7 years,4,male-single,none,4,real estate,61,none,own,2,unskilled-resident,1,none,yes,0
2572735,< 0 DM,24,past payment delays,car (new),1333,< 100 DM,unemployed,4,male-single,none,2,real estate,43,none,for free,2,skilled,2,none,yes,1
9506182,none,24,critical account - other non-bank loans,car (new),2022,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,4,car or other,37,none,own,1,skilled,1,yes,yes,0
3835775,none,24,current loans paid,radio/television,1552,< 100 DM,4 - 7 years,3,male-single,none,1,car or other,32,bank,own,1,skilled,2,none,yes,0
8995384,< 0 DM,12,all loans at bank paid,radio/television,626,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,4,real estate,24,bank,own,1,unskilled-resident,1,none,yes,1
1831870,none,48,critical account - other non-bank loans,car (used),8858,unknown/none,4 - 7 years,2,male-single,none,1,unknown-none,35,none,for free,2,skilled,1,yes,yes,0
6930739,none,12,critical account - other non-bank loans,repairs,996,unknown/none,4 - 7 years,4,female-divorced/separated/married,none,4,real estate,23,none,own,2,skilled,1,none,yes,0
2082338,none,6,all loans at bank paid,radio/television,1750,500 - 1000 DM,>= 7 years,2,male-single,none,4,building society savings/life insurance,45,bank,own,1,unskilled-resident,2,none,yes,0
4367265,< 0 DM,48,current loans paid,radio/television,6999,< 100 DM,4 - 7 years,1,male-married/widowed,guarantor,1,real estate,34,none,own,2,skilled,1,yes,yes,1
6993548,0 - 200 DM,12,critical account - other non-bank loans,car (new),1995,100 - 500 DM,< 1 year,4,male-single,none,1,car or other,27,none,own,1,skilled,1,none,yes,0
5774450,0 - 200 DM,9,current loans paid,education,1199,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,67,none,own,2,highly skilled,1,yes,yes,0
1859841,0 - 200 DM,12,current loans paid,radio/television,1331,< 100 DM,< 1 year,2,male-single,none,1,car or other,22,stores,own,1,skilled,1,none,yes,1
2420058,0 - 200 DM,18,no credit - paid,car (new),2278,100 - 500 DM,< 1 year,3,female-divorced/separated/married,none,3,car or other,28,none,own,2,skilled,1,none,yes,1
5136657,none,21,no credit - paid,car (new),5003,unknown/none,1 - 4 years,1,female-divorced/separated/married,none,4,building society savings/life insurance,29,bank,own,2,skilled,1,yes,yes,1
4921496,< 0 DM,24,all loans at bank paid,furniture/equipment,3552,< 100 DM,4 - 7 years,3,male-single,none,4,car or other,27,bank,own,1,skilled,1,none,yes,1
1259242,0 - 200 DM,18,critical account - other non-bank loans,furniture/equipment,1928,< 100 DM,< 1 year,2,male-single,none,2,real estate,31,none,own,2,unskilled-resident,1,none,yes,1
4695993,< 0 DM,24,current loans paid,car (used),2964,unknown/none,>= 7 years,4,male-single,none,4,unknown-none,49,bank,for free,1,skilled,2,yes,yes,0
3427239,< 0 DM,24,all loans at bank paid,radio/television,1546,< 100 DM,4 - 7 years,4,male-single,guarantor,4,car or other,24,bank,rent,1,unskilled-resident,1,none,yes,1
4030339,> 200 DM or salary assignment,6,past payment delays,radio/television,683,< 100 DM,< 1 year,2,female-divorced/separated/married,none,1,building society savings/life insurance,29,bank,own,1,skilled,1,none,yes,0
6457386,0 - 200 DM,36,current loans paid,car (new),12389,unknown/none,1 - 4 years,1,male-single,none,4,unknown-none,37,none,for free,1,skilled,1,yes,yes,1
2492415,0 - 200 DM,24,past payment delays,business,4712,unknown/none,1 - 4 years,4,male-single,none,2,building society savings/life insurance,37,bank,own,2,highly skilled,1,yes,yes,0
3819769,0 - 200 DM,24,past payment delays,radio/television,1553,100 - 500 DM,4 - 7 years,3,female-divorced/separated/married,none,2,building society savings/life insurance,23,none,rent,2,skilled,1,yes,yes,0
3248150,< 0 DM,12,current loans paid,car (new),1372,< 100 DM,4 - 7 years,2,male-divorced/separated,none,3,car or other,36,none,own,1,skilled,1,none,yes,1
2140412,none,24,critical account - other non-bank loans,radio/television,2578,>= 1000 DM,>= 7 years,2,male-single,none,2,car or other,34,none,own,1,skilled,1,none,yes,0
8918532,0 - 200 DM,48,current loans paid,radio/television,3979,unknown/none,4 - 7 years,4,male-single,none,1,car or other,41,none,own,2,skilled,2,yes,yes,0
9205934,< 0 DM,48,current loans paid,radio/television,6758,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,2,car or other,31,none,own,1,skilled,1,yes,yes,1
6546357,< 0 DM,24,current loans paid,furniture/equipment,3234,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,real estate,23,none,rent,1,unskilled-resident,1,yes,yes,1
4352053,none,30,critical account - other non-bank loans,radio/television,5954,< 100 DM,4 - 7 years,3,male-single,co-applicant,2,car or other,38,none,own,1,skilled,1,none,yes,0
6620263,none,24,current loans paid,car (used),5433,unknown/none,unemployed,2,female-divorced/separated/married,none,4,building society savings/life insurance,26,none,rent,1,highly skilled,1,yes,yes,0
1039684,< 0 DM,15,current loans paid,business,806,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,22,none,own,1,unskilled-resident,1,none,yes,0
1999133,0 - 200 DM,9,current loans paid,radio/television,1082,< 100 DM,>= 7 years,4,male-single,none,4,car or other,27,none,own,2,unskilled-resident,1,none,yes,0
6641350,none,15,critical account - other non-bank loans,furniture/equipment,2788,< 100 DM,4 - 7 years,2,female-divorced/separated/married,co-applicant,3,car or other,24,bank,own,2,skilled,1,none,yes,0
9791462,0 - 200 DM,12,current loans paid,radio/television,2930,< 100 DM,4 - 7 years,2,female-divorced/separated/married,none,1,real estate,27,none,own,1,skilled,1,none,yes,0
2964444,none,24,critical account - other non-bank loans,education,1927,unknown/none,1 - 4 years,3,female-divorced/separated/married,none,2,car or other,33,none,own,2,skilled,1,yes,yes,0
4612811,0 - 200 DM,36,critical account - other non-bank loans,car (new),2820,< 100 DM,< 1 year,4,male-divorced/separated,none,4,car or other,27,none,own,2,skilled,1,none,yes,1
8885321,none,24,current loans paid,retraining,937,< 100 DM,< 1 year,4,male-married/widowed,none,3,car or other,27,none,own,2,unskilled-resident,1,none,yes,0
8198782,0 - 200 DM,18,critical account - other non-bank loans,car (new),1056,< 100 DM,>= 7 years,3,male-single,guarantor,3,real estate,30,bank,own,2,skilled,1,none,yes,1
2454414,0 - 200 DM,12,critical account - other non-bank loans,car (new),3124,< 100 DM,< 1 year,1,male-single,none,3,real estate,49,bank,own,2,unskilled-resident,2,none,yes,0
5678348,none,9,current loans paid,furniture/equipment,1388,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,2,real estate,26,none,rent,1,skilled,1,none,yes,0
5182819,0 - 200 DM,36,current loans paid,repairs,2384,< 100 DM,< 1 year,4,male-single,none,1,unknown-none,33,none,rent,1,unskilled-resident,1,none,yes,1
2727231,none,12,current loans paid,car (new),2133,unknown/none,>= 7 years,4,female-divorced/separated/married,none,4,unknown-none,52,none,for free,1,highly skilled,1,yes,yes,0
1623348,< 0 DM,18,current loans paid,furniture/equipment,2039,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,4,real estate,20,bank,rent,1,skilled,1,none,yes,1
2307018,< 0 DM,9,critical account - other non-bank loans,car (new),2799,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,36,none,rent,2,skilled,2,none,yes,0
1856079,< 0 DM,12,current loans paid,furniture/equipment,1289,< 100 DM,1 - 4 years,4,male-single,guarantor,1,building society savings/life insurance,21,none,own,1,unskilled-resident,1,none,yes,0
6274836,< 0 DM,18,current loans paid,domestic appliances,1217,< 100 DM,1 - 4 years,4,male-married/widowed,none,3,real estate,47,none,own,1,unskilled-resident,1,yes,yes,1
6514251,< 0 DM,12,critical account - other non-bank loans,furniture/equipment,2246,< 100 DM,>= 7 years,3,male-single,none,3,building society savings/life insurance,60,none,own,2,skilled,1,none,yes,1
4867066,< 0 DM,12,critical account - other non-bank loans,radio/television,385,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,3,real estate,58,none,own,4,unskilled-resident,1,yes,yes,0
4883891,0 - 200 DM,24,past payment delays,car (new),1965,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,4,car or other,42,none,rent,2,skilled,1,yes,yes,0
9366782,none,21,current loans paid,business,1572,>= 1000 DM,>= 7 years,4,female-divorced/separated/married,none,4,real estate,36,bank,own,1,unskilled-resident,1,none,yes,0
8194462,0 - 200 DM,24,current loans paid,car (new),2718,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,4,building society savings/life insurance,20,none,rent,1,unskilled-resident,1,yes,yes,1
3570555,< 0 DM,24,all loans at bank paid,other,1358,unknown/none,>= 7 years,4,male-single,none,3,car or other,40,stores,own,1,highly skilled,1,yes,yes,1
1491305,0 - 200 DM,6,all loans at bank paid,car (new),931,100 - 500 DM,< 1 year,1,female-divorced/separated/married,none,1,building society savings/life insurance,32,stores,own,1,unskilled-resident,1,none,yes,1
3303554,< 0 DM,24,current loans paid,car (new),1442,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,4,car or other,23,none,rent,2,skilled,1,none,yes,1
3657362,0 - 200 DM,24,no credit - paid,business,4241,< 100 DM,1 - 4 years,1,male-single,none,4,real estate,36,none,own,3,unskilled-resident,1,yes,yes,1
5220673,none,18,critical account - other non-bank loans,car (new),2775,< 100 DM,4 - 7 years,2,male-single,none,2,building society savings/life insurance,31,bank,own,2,skilled,1,none,yes,1
5869534,none,24,past payment delays,business,3863,< 100 DM,1 - 4 years,1,male-single,none,2,unknown-none,32,none,for free,1,skilled,1,none,yes,0
2213067,0 - 200 DM,7,current loans paid,radio/television,2329,< 100 DM,< 1 year,1,female-divorced/separated/married,guarantor,1,real estate,45,none,own,1,skilled,1,none,yes,0
1024391,0 - 200 DM,24,all loans at bank paid,education,1837,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,4,unknown-none,34,bank,for free,1,unskilled-resident,1,none,yes,1
5699583,none,36,current loans paid,furniture/equipment,3349,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,2,car or other,28,none,own,1,highly skilled,1,yes,yes,1
2566539,> 200 DM or salary assignment,10,current loans paid,furniture/equipment,1275,< 100 DM,< 1 year,4,female-divorced/separated/married,none,2,building society savings/life insurance,23,none,own,1,skilled,1,none,yes,0
6680952,< 0 DM,24,all loans at bank paid,furniture/equipment,2828,500 - 1000 DM,1 - 4 years,4,male-single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,0
7697857,none,24,critical account - other non-bank loans,business,4526,< 100 DM,1 - 4 years,3,male-single,none,2,real estate,74,none,own,1,highly skilled,1,yes,yes,0
1147017,0 - 200 DM,36,current loans paid,radio/television,2671,100 - 500 DM,1 - 4 years,4,female-divorced/separated/married,co-applicant,4,unknown-none,50,none,for free,1,skilled,1,none,yes,1
1877439,none,18,current loans paid,radio/television,2051,< 100 DM,< 1 year,4,male-single,none,1,real estate,33,none,own,1,skilled,1,none,yes,0
8278164,none,15,current loans paid,car (used),1300,unknown/none,>= 7 years,4,male-single,none,4,unknown-none,45,bank,for free,1,skilled,2,none,yes,0
5491895,< 0 DM,12,current loans paid,domestic appliances,741,100 - 500 DM,unemployed,4,female-divorced/separated/married,none,3,building society savings/life insurance,22,none,own,1,skilled,1,none,yes,1
1885075,> 200 DM or salary assignment,10,current loans paid,car (new),1240,100 - 500 DM,>= 7 years,1,female-divorced/separated/married,none,4,unknown-none,48,none,for free,1,unskilled-resident,2,none,yes,1
6750986,< 0 DM,21,current loans paid,radio/television,3357,>= 1000 DM,< 1 year,4,female-divorced/separated/married,none,2,car or other,29,bank,own,1,skilled,1,none,yes,0
8900389,< 0 DM,24,all loans at bank paid,car (used),3632,< 100 DM,1 - 4 years,1,female-divorced/separated/married,guarantor,4,car or other,22,bank,rent,1,skilled,1,none,no,0
3583117,none,18,past payment delays,furniture/equipment,1808,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,1,real estate,22,none,own,1,skilled,1,none,yes,1
6196790,0 - 200 DM,48,no credit - paid,business,12204,unknown/none,1 - 4 years,2,male-single,none,2,car or other,48,bank,own,1,highly skilled,1,yes,yes,0
9626587,0 - 200 DM,60,past payment delays,radio/television,9157,unknown/none,1 - 4 years,2,male-single,none,2,unknown-none,27,none,for free,1,highly skilled,1,none,yes,0
1451248,< 0 DM,6,critical account - other non-bank loans,car (new),3676,< 100 DM,1 - 4 years,1,male-single,none,3,real estate,37,none,rent,3,skilled,2,none,yes,0
2753919,0 - 200 DM,30,current loans paid,furniture/equipment,3441,100 - 500 DM,1 - 4 years,2,female-divorced/separated/married,co-applicant,4,car or other,21,none,rent,1,skilled,1,none,yes,1
5526862,none,12,current loans paid,car (new),640,< 100 DM,1 - 4 years,4,male-divorced/separated,none,2,real estate,49,none,own,1,unskilled-resident,1,none,yes,0
4872213,0 - 200 DM,21,critical account - other non-bank loans,business,3652,< 100 DM,4 - 7 years,2,male-single,none,3,building society savings/life insurance,27,none,own,2,skilled,1,none,yes,0
2393150,none,18,critical account - other non-bank loans,car (new),1530,< 100 DM,1 - 4 years,3,male-single,none,2,building society savings/life insurance,32,bank,own,2,skilled,1,none,yes,1
5713333,none,48,current loans paid,business,3914,unknown/none,1 - 4 years,4,male-divorced/separated,none,2,real estate,38,bank,own,1,skilled,1,none,yes,1
1937588,< 0 DM,12,current loans paid,furniture/equipment,1858,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,car or other,22,none,rent,1,skilled,1,none,yes,0
9355241,< 0 DM,18,current loans paid,radio/television,2600,< 100 DM,1 - 4 years,4,male-single,none,4,unknown-none,65,none,for free,2,skilled,1,none,yes,1
5508301,none,15,current loans paid,radio/television,1979,unknown/none,>= 7 years,4,male-single,none,2,car or other,35,none,own,1,skilled,1,none,yes,0
3586335,> 200 DM or salary assignment,6,current loans paid,furniture/equipment,2116,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,41,none,own,1,skilled,1,yes,yes,0
1838843,0 - 200 DM,9,all loans at bank paid,car (new),1437,100 - 500 DM,4 - 7 years,2,male-single,none,3,unknown-none,29,none,own,1,skilled,1,none,yes,1
4763001,none,42,critical account - other non-bank loans,furniture/equipment,4042,500 - 1000 DM,1 - 4 years,4,male-single,none,4,real estate,36,none,own,2,skilled,1,yes,yes,0
4124475,none,9,current loans paid,education,3832,unknown/none,>= 7 years,1,male-single,none,4,real estate,64,none,own,1,unskilled-resident,1,none,yes,0
1746129,< 0 DM,24,current loans paid,radio/television,3660,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,28,none,own,1,skilled,1,none,yes,0
8578734,< 0 DM,18,all loans at bank paid,furniture/equipment,1553,< 100 DM,1 - 4 years,4,male-single,none,3,car or other,44,bank,own,1,skilled,1,none,yes,1
3544577,0 - 200 DM,15,current loans paid,radio/television,1444,unknown/none,< 1 year,4,male-single,none,1,building society savings/life insurance,23,none,own,1,skilled,1,none,yes,0
5640616,none,9,current loans paid,furniture/equipment,1980,< 100 DM,< 1 year,2,female-divorced/separated/married,co-applicant,2,car or other,19,none,rent,2,skilled,1,none,yes,1
3695680,0 - 200 DM,24,current loans paid,car (new),1355,< 100 DM,< 1 year,3,female-divorced/separated/married,none,4,car or other,25,none,own,1,unskilled-resident,1,yes,yes,1
1665899,none,12,current loans paid,education,1393,< 100 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,47,bank,own,3,skilled,2,yes,yes,0
3336776,none,24,current loans paid,radio/television,1376,500 - 1000 DM,4 - 7 years,4,female-divorced/separated/married,none,1,car or other,28,none,own,1,skilled,1,none,yes,0
3175919,none,60,past payment delays,radio/television,15653,< 100 DM,4 - 7 years,2,male-single,none,4,car or other,21,none,own,2,skilled,1,yes,yes,0
6193893,none,12,current loans paid,radio/television,1493,< 100 DM,< 1 year,4,female-divorced/separated/married,none,3,car or other,34,none,own,1,skilled,2,none,yes,0
9308059,< 0 DM,42,past payment delays,radio/television,4370,< 100 DM,4 - 7 years,3,male-single,none,2,building society savings/life insurance,26,bank,own,2,skilled,2,yes,yes,1
7240888,< 0 DM,18,current loans paid,education,750,< 100 DM,unemployed,4,female-divorced/separated/married,none,1,real estate,27,none,own,1,unemployed-unskilled-non-resident,1,none,yes,1
7390720,0 - 200 DM,15,current loans paid,repairs,1308,< 100 DM,>= 7 years,4,male-single,none,4,car or other,38,none,own,2,unskilled-resident,1,none,yes,0
2244055,none,15,current loans paid,education,4623,100 - 500 DM,1 - 4 years,3,male-single,none,2,building society savings/life insurance,40,none,own,1,highly skilled,1,yes,yes,1
9290774,none,24,critical account - other non-bank loans,radio/television,1851,< 100 DM,4 - 7 years,4,male-married/widowed,guarantor,2,car or other,33,none,own,2,skilled,1,yes,yes,0
9895994,< 0 DM,18,critical account - other non-bank loans,radio/television,1880,< 100 DM,4 - 7 years,4,male-married/widowed,none,1,building society savings/life insurance,32,none,own,2,highly skilled,1,yes,yes,0
5985690,none,36,past payment delays,business,7980,unknown/none,< 1 year,4,male-single,none,4,car or other,27,none,rent,2,skilled,1,yes,yes,1
1445890,< 0 DM,30,no credit - paid,furniture/equipment,4583,< 100 DM,1 - 4 years,2,male-divorced/separated,guarantor,2,real estate,32,none,own,2,skilled,1,none,yes,0
9446992,none,12,current loans paid,car (new),1386,500 - 1000 DM,1 - 4 years,2,female-divorced/separated/married,none,2,building society savings/life insurance,26,none,own,1,skilled,1,none,yes,1
7946983,> 200 DM or salary assignment,24,current loans paid,car (new),947,< 100 DM,4 - 7 years,4,male-single,none,3,unknown-none,38,bank,for free,1,skilled,2,none,yes,1
3808692,< 0 DM,12,current loans paid,education,684,< 100 DM,1 - 4 years,4,male-single,none,4,car or other,40,none,rent,1,unskilled-resident,2,none,yes,1
6960835,< 0 DM,48,current loans paid,education,7476,< 100 DM,4 - 7 years,4,male-single,none,1,unknown-none,50,none,for free,1,highly skilled,1,yes,yes,0
6472767,0 - 200 DM,12,current loans paid,furniture/equipment,1922,< 100 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,37,none,own,1,unskilled-resident,1,none,yes,1
9116367,< 0 DM,24,current loans paid,car (new),2303,< 100 DM,>= 7 years,4,male-single,co-applicant,1,real estate,45,none,own,1,skilled,1,none,yes,1
2210355,0 - 200 DM,36,past payment delays,car (new),8086,100 - 500 DM,>= 7 years,2,male-single,none,4,car or other,42,none,own,4,highly skilled,1,yes,yes,1
